request_id,request
3152,how is the car's tire pressure
3153,can you help me find my luggage it was lost on delta flight abc123 from houston
3154,where should i go out for food to
3155,"can you check to see if my order has been delivered, please"
3156,please speak faster
3157,"ai, what is your name"
3158,are there meeting rooms available between 9-10
3159,will you help me book a place to stay from monday to friday in pittsburgh
3160,could you freeze my account now
3161,what expression would i use to say i love you if i were an italian
3162,i need some assistance paying my utilities bill
3163,"i lost my phone, can you help me find it"
3164,do you mind if i ask your name
3165,i need to know how much i should pay in tax
3166,do i have cleaning the counters on my to-do list
3167,where can i find bluetooth speakers
3168,is my package able to be tracked by you
3169,abort the current action
3170,tell me what your name is
3171,can you order everything on my shopping list
3172,how much money do i pay in taxes
3173,will i get my time off approved
3174,"ai, shut up"
3175,what's your first name
3176,"i need a meeting room between 3-7, are any available"
3177,can i improve my credit score
3178,how much state taxes do i owe
3179,what about the calories for this chicken salad
3180,what's today's weather
3181,my visa has what limit
3182,can i substitute rice milk for milk
3183,can you travel outside of the united states without a visa
3184,i need a meeting room at 2pm on friday
3185,who is at my front door
3186,give weather update now
3187,does pizza hut have good reviews
3188,i need an uber to the movies
3189,on the tv
3190,id like a room in jacksonville near the stadium between january 1st to 3rd
3191,what's the answer to existence
3192,let my bank know that i'm traveling to prague
3193,i want to reserve an uber to go to the airport
3194,how busy will chili's be if i go at 6 pm
3195,how good are the ratings for outback
3196,do you know the temperature of the ac
3197,is cleaning the outside windows on my todo list
3198,can i hear the complete to do list just dictated
3199,how many centimeters are in 5 yards
3200,what's the forecast like for pittsburgh
3201,"i need to buy something, please"
3202,what are you able to answer
3203,oliver garden reviews
3204,can you get the fan going in here
3205,how do i find the meaning of life
3206,what is 1243 times 45
3207,try using a different accent
3208,let me know whether folding laundry is on my to do list
3209,what does it take to get a new card
3210,what is a fun fact about mt everest
3211,i need an appointment for someone to check out my check engine light being on
3212,what's my oil change status
3213,is my spirit flight running on time
3214,report the card has been torn
3215,tell me what's on the calendar for saturday
3216,how many pto days are in my possesion
3217,can i substitute cream for milk
3218,"if i go by bus, how long will it take to get to the airport"
3219,will my order be here by saturday
3220,give me a fun fact about komodo dragon
3221,how are my tires
3222,has my purchase been delivered yet
3223,how busy is the cafe at 7:00
3224,please pay electric bill
3225,talker faster please
3226,can you find my package
3227,find me a place to stay in cali november 11 to 15
3228,i need an uber to the movies for me and 5 other people
3229,will you let me know what my spending limit is
3230,i need to know the credit limit
3231,tell me how i should cash in my rewards for my citibank card
3232,can you place an order for the olive oil i just finished
3233,what should i do about losing my luggage
3234,i am looking for my phone
3235,can you slow down
3236,did i add to my reminder list that i need to take the car in for an oil change
3237,how many points have i accumulated on my mastercard
3238,who am i speaking with
3239,can you please check on the status of my online order
3240,what's on my reminder list today
3241,what is 2+2
3242,when will they let me board
3243,what's your name
3244,when will my car need new oil
3245,i want to hear my rock playlist
3246,"if something is 15% off $35, how much is it"
3247,when do we have free day
3248,are there any tornadoes coming soon
3249,i need to apply for a visa card
3250,what kind of gas does my car need
3251,what type of plug does the country use
3252,how much gas is in my car
3253,what's the reward point count on my discover card
3254,double the speaking speed please
3255,how much is my state taxes
3256,can you tell me what the meaning of life is
3257,what is there on january 1st on my calendar
3258,look up how much my state taxes are
3259,can you suggest a thai restaurant
3260,what's my visa's current rewards balance
3261,disconnect from my phone please
3262,what's today's date
3263,"ai, i lost my phone, help me find it please"
3264,are there decent seafood restaurants in portland
3265,i want to know my spending limit
3266,can you create a reminder
3267,i don't know how to change my oil or what type i need
3268,what's the weather
3269,what phrase means goodbye in hawaii
3270,don't be synced to my phone anymore
3271,please schedule a meeting room for 9am on friday
3272,what is the shipping time for my card
3273,"can you speak a little faster, please"
3274,what is the average time to go between oil changes
3275,what kind of weather does miami have
3276,i wanna know how many teaspoons are in a tablespoon
3277,i need to know the conversion between tablespoons and teaspoons
3278,remind me to exercise
3279,what day is it today
3280,do you have the ability to do a male british accent
3281,can you inform me of my gas amount
3282,tell me the weather for today
3283,can you inform if boston restaurant has good reviews
3284,my phone needs to be unsynced now
3285,i can't find my luggage
3286,my vacation to spain is coming up and i need my bank to know
3287,what is the next holiday
3288,tell me where my package is currently
3289,what new credit card should i submit an application for
3290,i need you to find my phone
3291,are there good clam places in cleveland
3292,please switch to the girl voice
3293,i need an uber that will accommodate eight people to go to the closest amc theater
3294,i need a well-rated hotel in vegas
3295,what type of fuel does my car use
3296,restore the factory settings
3297,can you play the song that starts with doo doo doo
3298,how would you describe what life means
3299,please schedule a meeting with kim at 10 am
3300,how high is my spending limit on my wells fargo card
3301,"can you change the oil, with what and how"
3302,make an appointment for an oil change
3303,do i have enough gas to take me home
3304,tell me what my calendar looks like for march 12th
3305,can you see where my package is
3306,what paperwork will i need to visit northern ireland
3307,check how much air is in my tires
3308,turn on metallicas greatest hits
3309,can you help me find someone to look at my car's engine because the light is on
3310,try a male voice
3311,please let my bank know that i will be in uruguay from january to august
3312,how do i sign up for a new credit card
3313,please revert to your factory settings
3314,can you help me figure out how to utilize my credit card points
3315,turn the radio on for some music
3316,should i buy a specific plug type when in china
3317,how much are the taxes on my income
3318,please help with my math
3319,what kind of gas does this car use
3320,do i have anything on my schedule for may 3
3321,can i substitute salt for pepper
3322,set to female voice
3323,please change back to initial device settings
3324,can you find me an uber and have it here at 7pm
3325,what is today
3326,"i need an uber with a car seat for 2 adults and one child to take us to wilmington, de"
3327,please add onto my phone
3328,what's my tax rate
3329,book a 6 person uber to the movies
3330,reduce your speed of voice
3331,show me some ways to build my credit score
3332,can i get a new card
3333,have i been approved for vacation yet
3334,what is 22+ 6
3335,how are my federal taxes looking this year
3336,how do i make sure my credit doesn't fall
3337,what's the plug type in honduras
3338,set a reminder to bring a book to work tomorrow
3339,i need to pay this month's tv subscription fee
3340,what is the meaning of life here
3341,how much fuel do i have
3342,give me step by step instructions for changing my oil
3343,can you turn on the lights in the backyard
3344,i want you to speak to me faster
3345,who do i have the pleasure of speaking with
3346,what is my wells fargo card's rewards balance
3347,i need to track the status of my order
3348,what plug type is used internationally
3349,how do you convert ounces to grams
3350,how is my order doing right now
3351,what is the amount of gas in my car
3352,i can't use my card because it's damaged badly
3353,can you check the amount of calories in a chicken sandwich
3354,"the tasks for today, what are they"
3355,i want to know your name
3356,i want to know if there is meeting room available at 8
3357,how is my vacation request looking
3358,"after another eight days, what day will it be"
3359,is the pressure in my tires optimal
3360,can you please put a block on my chase account quickly
3361,reset to original settings
3362,does my life have meaning
3363,can you block my chase account right away please
3364,can you tell me the calorie count in a glazed donut
3365,will it get over 90 degrees today
3366,calender says tomorrow is
3367,alert my financial institution that i will be traveling to bangkok on april 2 and returning on april 7
3368,is my order already here
3369,pair my phone please
3370,can you please help me start the car
3371,how can i build credit
3372,what can harm my credit score
3373,has my order arrived yet
3374,does applebees have good reviews
3375,i need to know the point of life
3376,if i want to travel to singapore do i need a visa
3377,i'm going out of the country and need to notify my bank
3378,how can i up my credit score
3379,is butter a substitute for oil
3380,should i apply for a visa if i am traveling to mexico
3381,i wanna check my rewards for my credit card
3382,change to a different accent
3383,get me an uber to the napa winery
3384,please turn my fan on
3385,i wonder what my to-do list looks like for today
3386,"alexa, buy my grocery list"
3387,what's your name
3388,can you check when my flight lands
3389,what amount of millimeters are in 50 kilometers
3390,i want to pay my car bill
3391,i want an uber
3392,"i ordered some curtains off amazon, can you tell me if it's been shipped yet"
3393,i want to use my card reward points
3394,what are ways to improve my credit
3395,can you put a block on my chase account right away
3396,book an oil change please
3397,what's ten times eight
3398,please go back to to factory settings now
3399,give me restaurant reccomendations
3400,can you tell me the best place for cajun shrimp in tampa
3401,what time does my flight board
3402,can you make a reservation in tampa from may 2 to may 4
3403,what's the day of the week
3404,will you repeat my reminder list
3405,what is the time frame for sending a customer who lost their credit card a new one
3406,what's the procedure to deal with lost luggage
3407,i don't know where i put my phone
3408,how are my state taxes looking
3409,how long will it take me to get to walmart
3410,can you convert 2 inches into meters
3411,was my order delivered
3412,show me the date
3413,to charge my phone in india will i need a plug converter
3414,what is 87 divided by 4
3415,please tell the bank i will be traveling internationally
3416,what is tuesday's calendar like
3417,how long will the wait time be at the cheese cake factory
3418,what is the high temperature for tomorrow
3419,would you connect to my phone
3420,how soon can i expect a replacement card for my lost card to arrive
3421,how much time till the next day off
3422,go back to the original settings
3423,how many calories are in ice cream
3424,what should i refer to you as
3425,how can i create a meeting
3426,can you raise your speaking speed
3427,talk to me in a speedier manner from here on out
3428,how can my oil be changed in my car
3429,is mr joes pizza available for a seating
3430,turn on the microwave for 3 minutes
3431,its date night and we cant decide where to go help
3432,check my calendar for saturday
3433,know any interesting facts
3434,place my order alexa
3435,what's a good restaurant nearby
3436,play the song god's plan
3437,can i get an uber for 2 home
3438,can you put in a pto request for me for july second and third
3439,put a hold on my chase account right away please
3440,please add 456 and 781 for me
3441,i need to request a vacation
3442,slow your speech
3443,i want to learn something about apples
3444,please immediately disconnect this mobile
3445,tell my bank i will be travelling to the caribbean
3446,go back to initial settings
3447,track my order
3448,how about a reminder
3449,what kinds of things would you be able to help me with
3450,i want to buy an iphone7
3451,how long will it take me to drive to my destination
3452,what is my credit limit on my discover card
3453,report that the card has been wrecked
3454,do you have a name
3455,do you remember where i left my cellphone
3456,how long would it take to get to times square by bus
3457,your name please
3458,i must switch to the male voice
3459,do i need a visa to travel to indonesia
3460,is mop the floor already in my reminders
3461,please schedule car maintenance for me
3462,i'd like to switch back to my factory settings
3463,redeem my credit card rewards into my account
3464,how long is the wait at chipotle tonight
3465,look up the kind of fuel i use in my car
3466,you need to remind me to do something
3467,locate my phone
3468,"if you can do accents, i want to hear you talk like david bowie"
3469,what is the word for hello spanish
3470,can i use olive oil instead of butter
3471,whats your name
3472,let me know what is on my reminder list
3473,tell me what the point of life is
3474,what is 5 x 4
3475,"forget it, i do not need it anymore"
3476,how do you convert pounds to grams
3477,can you tell me the amount of gas i have remaining
3478,how many miles will it take to get to my destination
3479,what's on my calendar for tuesday
3480,please get off my phone connection
3481,what are the steps i need to do to change the oil in my car
3482,will i need a socket converter when i go to france
3483,what is on my to-do list
3484,please lock every door
3485,how do i change the oil in my car
3486,what are the best restaurants open tonight
3487,any fantastic restaurants to get shrimp at in atlanta
3488,start playing some music
3489,how high is my credit limit for my navy federal card
3490,go ahead and switch to the female voice
3491,"in paris, get me a hotel room for 4 people from march 1st to 3rd"
3492,was my order delivered
3493,mailing a new card to me takes how long
3494,play the song called i want it that way
3495,what name do you want to be called
3496,what is life's meaning
3497,what's going on with my order
3498,i want to reset your settings to the original
3499,costa mesa current weather
3500,can you give me a reading of my car's tire pressure please
3501,what is the projected time frame for the flight to land
3502,change speaking speed to 50 percent faster
3503,can i call you by any name
3504,i am going to need a block put on my chase account right away
3505,i wanna know the next holiday
3506,can you tell me what my may 1st will be like according to my calendar
3507,how are the tires on air pressure
3508,what's the temperature like in tampa
3509,credit limit info
3510,what will tomorrow be on the calendar
3511,how long will it take me to get to phoenix
3512,can i get to susan's house with my current tank
3513,how much it the credit limit on my visa card
3514,check up on the status of my online order
3515,how do i convert four inches into centimeters
3516,how busy it that place for dinner
3517,rock playlist please
3518,can you recommend a decent place in chicago to get pizza
3519,is it acceptable to swap salt for baking soda
3520,set a reminder
3521,is it okay to use butter instead of margarine
3522,what kind of gas does this car need
3523,i need to know how much gas i have
3524,i need to know how much gas is left
3525,do i need any tools to change the oil in my car
3526,today is what date
3527,define the meaning of life for me
3528,what is 2+2
3529,place my order alexa
3530,what's the day today
3531,i shall know how low are my tires on air
3532,tell me how to check my rewards for my american express card
3533,what can i do to keep my credit in good standing
3534,what's the typical wait time for mr joes pizza
3535,how would you like to be referred to
3536,can you cancel that request
3537,i'd like you to pair with my phone
3538,i need information regarding the procedure to cash in my rewards for my citibank card
3539,what is 1000 plus 745
3540,"that was a mistake, undo that"
3541,my card is damaged and no longer function
3542,make your speed a bit slower
3543,"can you tell me how to say 'i do not speak much spanish', in spanish"
3544,where is the closest gas station
3545,set a reminder for later
3546,i want to know when is the next holiday here
3547,how do you say it's snowing in german
3548,is there a good fish place in salem
3549,is bowling on my calendar
3550,please request pto for march 2 and 3
3551,do you know any fun facts about shampoo
3552,what year is it
3553,"disconnect from my phone, please"
3554,where did i put my phone
3555,let me know how to make a vacation request
3556,are my tires under-inflated
3557,do you have time today for someone to look at my car because the check engine light is on
3558,can you please tell me how long it will take to get to target in austin
3559,find me a mechanic
3560,how many cups in a quart
3561,can you please turn the fan on
3562,you should talk faster
3563,put on lights
3564,i don't know where my phone is
3565,what's today's weather
3566,i'm out of razors so will you order me some more
3567,are there any holiday's comming up
3568,play some music
3569,what landing time is scheduled for my flight
3570,what day is it
3571,i'd like to hear a fun fact about adult entertainment
3572,can you read my list back to me
3573,when is the next time it is suppose to rain
3574,i would like to know how many points have i earned with my credit card
3575,whats the status of my united flight
3576,read my reminder list to me please
3577,how long does it take to replace a lost card
3578,today's date is what exactly
3579,what plug type should i use in england
3580,schedule a meeting with tom for 6pm
3581,how much snow will we be getting tomorrow
3582,what is my tire pressure
3583,can i make it to work with my current fuel level
3584,do you think being alive has any meaning
3585,what is the temperature in costa mesa
3586,which types of questions may i ask you
3587,what do you think is the meaning of like
3588,i want you to reset your factory settings
3589,abort running program
3590,bump some jams
3591,how do i get a new credit card sent to me
3592,i prefer female voice now
3593,what is the news on my vacation request
3594,what exactly is my credit limit
3595,when will my order be delivered
3596,make an order of bread because i am out
3597,do my tires seem too low on air
3598,what will the temperature be tomorrow
3599,i would prefer to hear you speak like a british male
3600,how long before the next holiday here
3601,are my tires low
3602,will you buy me underpants
3603,"in 100 days from now, what will be the date"
3604,switch back to factory settings
3605,could you direct me to any good places in kentucky that serve sushi
3606,please play the song that goes like this: jingle bells jingle bells jingle all the way
3607,can you check the air in my tires
3608,set a reminder to feed the dogs
3609,alert my bank and let them know that i'm travelling to brussels
3610,unsync from my phone
3611,i am looking for a hotel in new york city that has good reviews
3612,tell me when my next day off is
3613,can you do algebra
3614,"does life have a meaning, according to you"
3615,give me some tips on building up my credit score
3616,would late payments hurt my credit
3617,please unsync from my phone
3618,now use male voice
3619,when is my flight supposed to leave
3620,please make an appointment for an oil change
3621,my card has a burn on it
3622,i need to hear my todo list
3623,how long will it take to reach my doctors office
3624,"can you cancel that request, please"
3625,how is the tire pressure
3626,how can i redeem my credit card points
3627,my card is damaged
3628,i'd like to know what to call you
3629,what is the record high temperature for today
3630,what is the square root of 31
3631,what is my old navy card's rewards balance
3632,tell me how i can apply for a chase credit card
3633,how much in taxes will i owe
3634,what is the date today
3635,turn on metallicas greatest hits
3636,reset to default settings please
3637,freeze my account immediately
3638,is my meeting with frank on my calendar
3639,what kind of gas does my car currently need
3640,use a woman's voice
3641,how much gas do i have
3642,have an uber sent to take me to the courthouse
3643,credit limit info
3644,what's the amount of calories in an cream filled oatmeal cookie
3645,please speak slower
3646,can you check to see if my order has been delivered
3647,how busy is imanas tei at 7 dinner
3648,what kinds of things can you do
3649,remove the connection to my phone
3650,what may i call you
3651,can you share the meaning of life
3652,return to factory default
3653,can you find out the waiting times for mr joes pizza
3654,i requested some vacation time; has it been approved
3655,please give me the approximate amount of time i will need to go from jfk international airport to penn station
3656,what is the correct amount of ounces in a pound
3657,talker faster please
3658,today is which day of the week
3659,double the speaking speed please
3660,which holiday do we celebrate next
3661,tell me how busy macaroni grill will be around 8 pm
3662,i need help cause my check engine light came on
3663,how many people do you think will be at applebees at 7
3664,what's on my todo list
3665,i have to schedule somewhere get my tires checked out
3666,i broke my card
3667,how many rewards points do i have for my mastercard
3668,i need a block placed right away on my joint checking account
3669,call me an uber please
3670,please order some more pepsi
3671,check days of pto
3672,what's the credit limit on my visa card
3673,where do i redeem my credit card points
3674,i want to pay a bill
3675,can i schedule a car repair
3676,what's a big bowl of ice cream contain in calories
3677,what is the sum of 8 + 3
3678,is it going to rain today
3679,how many calories are in chocolate cake
3680,tell me the weather report for tallahassee
3681,can you answer all types of questions
3682,make reminder to pay rent on the 30th of every month
3683,please tell me how many vacation days i currently have
3684,i want to know all about trivia for the office
3685,i need an uber to come to my work at 5pm for three people going to the cineplex downtown
3686,how's the weather
3687,is there a time i can put in a pto request for dec 2 to new years
3688,please turn the fan on
3689,can you tell me the to do's on my reminder list
3690,what information can i ask you
3691,have i gotten around to adding the bike ride to my calendar yet
3692,i would really like to know if i can go on vacation
3693,what tasks can you complete for me
3694,please unsync from my phone
3695,when can i expect my next day off
3696,"could you freeze my account, please"
3697,"usually, how long does is the commute to brooklyn by bus"
3698,tell me some trivia about dolphin
3699,do i need a visa for germany
3700,schedule a meeting for me
3701,what are the reviews like for l'auberge aubergine
3702,"tell me how to say, 'it is a beautiful morning' in italian"
3703,i have misplaced my phone
3704,i need to know how many cups are in a two gallons
3705,are butter and oil interchangable
3706,i need to get a new credit card application
3707,i need help paying my tuition bill
3708,how is the car's tire pressure
3709,has my maternity leave been approved
3710,check order number
3711,what is the turn around for a new card
3712,subtract 100 from 12
3713,please pay electric bill
3714,read back the reminder list
3715,what does the weather look like
3716,use male voice
3717,what is life's purpose
3718,change to factory settings
3719,i want to hear pop music
3720,help me get my device back to it's factory settings
3721,what is the core meaning of life
3722,book me a hotel in jacksonville near the stadium from january 1st to 3rd
3723,go back to your factory settings
3724,don't talk anymore
3725,what time is my haircut on wednesday
3726,how much pto do i have
3727,how would i say i love you if i were french
3728,when will my flight land
3729,can you give me info on miami weather
3730,what is happening with the weather in austin
3731,speak at a slower rate
3732,this process needs to stop
3733,what kind of fuel should i use to fill the car
3734,do i have enough fuel to travel to san diego from here
3735,i need to get a hotel in phoenix near chase field from january 4th to the 8th
3736,we need an uber pool for 2 passengers going to the greenboro airport
3737,can i use red onions instead of white
3738,will i be permitted to take my vacation
3739,what kind of oil do i need to change the oil in my car
3740,how do you convert pounds to kilograms
3741,can you update me with the status of flight dl123
3742,can you tell me what gas this car takes
3743,how do i put in a pto request for the first to the ninth
3744,does ireland require an international visa
3745,does denmark use different sockets
3746,please use your female voice
3747,"can you tell me all of the things on my to do list for tomorrow, please"
3748,when is boarding scheduled
3749,what are some good ethiopian restaurants in queens
3750,tell me the types of things i can ask you about
3751,let's terminate connection to my phone please
3752,could you tell me what the weather is in austin
3753,i'm short on flour so place an order for me
3754,book me an uber for a party of 5 to the salvage yard off maple
3755,how many teaspoons are in a half a cup
3756,what is our purpose in life
3757,could you tell me your name
3758,what is my credit limit
3759,when am i boarding my flight
3760,please set to female voice
3761,is the wait at pizza hut long
3762,find me a mechanic
3763,what's tomorrow on the calender
3764,"help, i lost my luggage"
3765,how far am i from the beach right now
3766,i need information on today's date
3767,i need to know what the point of life is
3768,how do i know what the outlets are like
3769,put a device with my phone
3770,can i put in a pto request for december 3rd to december 10th
3771,is bowling on my calendar
3772,how long will it take before the postal service delivers my new card
3773,"for the shopping list, order everything"
3774,could you tell me the temperature of the ac
3775,how good are the ratings for chic-fil-a
3776,tell me the types of subjects are you familiar with
3777,please order some more pepsi
3778,what type of plug do i need when in rome
3779,after how long should i change my oil
3780,would being late hurt my credit
3781,average time to receive new card
3782,can you switch to the male voice
3783,i would love to find a few vegan restaurants in back bay
3784,do i have an item on my todo list related to shopping
3785,what is the remaining time until we are at our destination
3786,how i do schedule car maintenance
3787,please let me know the status of my vacation request
3788,i left my phone somewhere
3789,is butter ok to use instead of oil
3790,block my monkey market right now
3791,how long does it take to get to universal studios in los angeles
3792,can i substitute skim milk for whole milk
3793,can you find my phone
3794,"do i get a replacement card mailed, and when"
3795,do you know when our next day off is
3796,add a block to my capital one bank account so it cannot be used any more
3797,can you put a stop on my bank account now
3798,have i got enough credit card points to get a new tablet device
3799,i need to get my tires checked out somewhere
3800,what's left in my gas tank
3801,find me an uber to the liberty bell
3802,what do i have on my todo list
3803,how many calories are there in a scoop of chocolate ice cream
3804,what is the way i can change my oil
3805,"if i take this bus, how long until i get to brooklyn"
3806,where do people go to eat in this town
3807,what time is my package getting here
3808,speed up your speech
3809,how would you convert yards to inches
3810,when do i need to get an oil change
3811,"would you tell me the meaning of life, please"
3812,can you locate my package
3813,show me what the weather is like
3814,where is my cellphone
3815,was my order brought here
3816,what can i do to maintain good credit
3817,how much am i going to have to pay in taxes to the state
3818,what's the climate like in chicago
3819,do i need a plug converter when i visit france
3820,how many calories in meatloaf
3821,please start my car
3822,light the bedroom lights
3823,what's my tax rate
3824,what steps do i take to redeem my credit card points
3825,please set up a reminder for me
3826,give me my reminders
3827,what date will it be tomorrow
3828,is my luggage lost
3829,what's my income tax
3830,what can i refer to you by
3831,i wanna know when my flight scheduled to board
3832,how soon is my next day off
3833,alter your accent
3834,i want to pay my internet bill
3835,reset to original settings
3836,my marriot rewards card has how much for a point total
3837,what do i call you
3838,update me on my vacation request
3839,will a loan lower my credit score
3840,i don't know who to notify that i ran my credit card over with the lawn mower
3841,what is 55 times 300
3842,alert my bank and let them know that i'm travelling to oslo
3843,has my order been shipped yet
3844,turn my drake playlist on
3845,how many calories are in hamburgers
3846,does my calendar include an event called shana's baby shower
3847,"please help me find my phone, because i lost it"
3848,what's the latest with my united flight
3849,what will i need to pay in federal taxes
3850,what day it today
3851,"calorie check, cheese burger"
3852,are they any updates on my order
3853,does chili's have good reviews
3854,is there an uber that drives to the bank on 5th that can hold 3 people
3855,can you tell me all the reminders i have set on my reminder list
3856,online order: status
3857,when is my flight scheduled to board
3858,get me an order of creatine powder
3859,when will i be off again
3860,give me my to-do list
3861,has flight dl123 left
3862,do i need an international visa to go to tibet
3863,tell me some trivia about birds
3864,teach me how to change my oil
3865,turn on the tv
3866,can you help me tell what my starbucks rewards balance is
3867,what would your name be
3868,dim the main lights please
3869,track the status of my purchase
3870,how long will i have to wait at cheesecake factory
3871,can you please instruct me on the proper way to change the oil in my car
3872,tell me all the ways my credit score can get hurt
3873,where should i report a damaged card
3874,would it be smart to get a plug converter when i visit israel
3875,tell me about yourself
3876,can you find me a good restaurant to try eating at
3877,do i need a socket converter if i'm going to be in sweden
3878,i broke my card
3879,please start using female voice
3880,look up hotels with positive reviews in new york city
3881,where's my package right now
3882,what do i have to do to see my rewards for my chase card
3883,what is the next holiday on the calendar
3884,is it possible to lower my credit score by doing this
3885,can you explain to me how i ought to use my credit card points
3886,on the 26th what is on the table for my calendar
3887,order all of my shopping list
3888,can i have your name
3889,my next oil change is when
3890,what is the credit limit for my usaa card
3891,what kind of things can you answer
3892,explain what my credit limit is
3893,tell my all my reminders
3894,when will my replacement card get mailed
3895,can you suggest a french restaurant
3896,can you check what is on my calendar for tuesday
3897,what sort of gas should i get for my car
3898,please change accent to british male
3899,could you stop please
3900,my luggage has been misplaced
3901,what is the date tomorrow
3902,will i require a plug converter when i visit kenya
3903,"i'm heading to israel soon, do i need a visa"
3904,i damaged the card; can you replace the card
3905,what is 2/3 x 1/9
3906,has my day off request been looked at yet
3907,please redeem my credit card points
3908,"make a reminder, pay taxes on monday"
3909,can you tell me if there are meeting rooms available between 1 and 4
3910,how is the temperature at ac
3911,is today monday
3912,can i get to cuba with this visa
3913,i need to know the difference between inches and centimeters
3914,what can i address you
3915,what do i have scheduled on march 2nd on my calendar
3916,are visas needed to travel to jamaica
3917,create a reminder for me to exercise this week
3918,find an indian restaurant
3919,i need to know how busy denny's is at 6 am
3920,what does my tire pressure look like
3921,what time is boarding for my flight
3922,do i have any vacation days left
3923,how long will i stand in line at carl jr's
3924,"hey, slow down and take your time"
3925,stop it now!
3926,how much fuel do i have left
3927,was there any progress on my vacation request
3928,"can you play the song that goes like, starships were meant to fly"
3929,how can i say i love you in italy
3930,when should i change my oil again
3931,change the speed of your voice to slower
3932,what is six divided by 16
3933,what date will my card be here
3934,what is my credit limit at
3935,how long will it take to be seated at the flying w
3936,reset the factory settings if possible
3937,use a woman's voice
3938,what is 4 + 7
3939,can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th
3940,i intend to apply for an american express card
3941,when is my next oil change suggested
3942,tell my bank i am traveling out of country
3943,tell me how i know when i need an oil change
3944,tell me if flipping the mattress is on my list of reminders please
3945,can i sub ketchup for mustard
3946,tell me about today weather
3947,tell me what kind of gas this car uses
3948,what exactly is your name
3949,let's take a look at the weather
3950,name a good restaurant near me
3951,i would like to hear you read my reminder list to me
3952,and your name is
3953,do i have any calendar entries for march 8th
3954,locate my phone
3955,i'm having trouble finding my luggage i was on delta flight ab123 out of new york
3956,how good are the ratings for chez panisse
3957,will you please do the male british accent
3958,look up my maroon 5 playlists; play it
3959,"i should get my tires checked, schedule that"
3960,i seemed to misplaced my phone
3961,can you see if paying garbage bill is on my todo list for this week
3962,i want to know how to go about getting a new credit card
3963,is there meaning to life
3964,what kind of questions can i ask the ai
3965,check when the next day is i can go fishing will be
3966,tell me what you can do for me
3967,get me an uber to the airport
3968,where should i eat tonight
3969,does longhorn steakhouse have good reviews
3970,should i take my car to a maintenance
3971,what questions are you programmed to answer
3972,i will be traveling to lima alert my bank
3973,i want to go to china but am not sure if i need an international visa
3974,do you know of any good seafood restaurants in seattle
3975,what's your recommendation for dining out tonight
3976,are there any vacancies in new york city from april 2 through april 8
3977,how many calories do cheetos have
3978,the meaning of life
3979,tell me what's on my calendar for march 22nd
3980,please speak slower
3981,read my reminders please
3982,how can i use you
3983,read me some interesting information about cats
3984,i need help paying my store bill
3985,how report that scratched my card
3986,i am going to need help paying my rent bill
3987,what's the status of my medical leave
3988,please set the temperature to 70
3989,how much does it seem my state taxes will be
3990,call the bank and tell them i will be in france on the 16th until the 26th
3991,please help me find my cellphone
3992,is my car due for it's next oil change
3993,what hotels have decent reviews in bangor
3994,notify my bank i am travailing from denver to la
3995,what is my spending limit on my mastercard
3996,how much can i spend on my visa card
3997,how good are the ratings for red robin
3998,i want you to remind me of something
3999,how long does oil last in a car
4000,please request pto for me from march 3rd to march 7th
4001,how much vacation time have i accrued
4002,tell me my reminders
4003,am i low on gas
4004,play the song called wreckless love
4005,give me instructions for an oil change
4006,what is the limit on my victoria's secret card
4007,what's today's date
4008,how busy does outback get around 7pm
4009,may i apply for a new credit card
4010,turn lights on in my bedroom
4011,what do you get if you divide 3 by 2
4012,you talk to slow
4013,when will it rain next
4014,please assist me in looking for my phone
4015,"about something,tell me some trivia"
4016,find the next holiday
4017,could you please schedule a meeting with carrie and lisa
4018,the meaning of life
4019,give me examples of what to ask you
4020,has flight dl123 left
4021,what date is tomorrow
4022,add 45 to 87 plus 54 plus 43 plus 22
4023,i'd like to have everything on the shopping list
4024,what is 2 inches in meters
4025,play the song called blood brothers
4026,am i in need of an international visa to go to france
4027,what is the process for requesting a vacation
4028,how many liters are in 1 gallon
4029,does this car take regular or diesel fuel
4030,"between 9:00 am and 11:00 am, are there meeting rooms available"
4031,i want you to schedule a meeting with carrie and lisa
4032,can you monitor my package's progress
4033,disconnect from phone
4034,what date is today
4035,what is my remaining pto days
4036,tell me some trivia about sweat
4037,when will i get my new credit card
4038,"i am going to south america, let my bank know"
4039,open meeting rooms from one to three pm
4040,when should my oil get changed
4041,please stop my account
4042,what's the status for my delta flight this afternoon
4043,tell me how to apply for a visa card
4044,how to build up my credit score
4045,remind me again please
4046,check what is on my to-do list
4047,what's my spending limit on my discover
4048,what would be the best way to deal with lost luggage
4049,do i need a converter for my electronics when i go to that coutntry
4050,what is you name
4051,what subjects do you know
4052,"is it possible for me to take a pto for two days, starting february 7"
4053,my card fell out of my wallet and i ran over it so it does not work
4054,i want a meeting to be scheduled
4055,what is 562 times 400
4056,how much does it cost to get my car filled up
4057,what is the amount of gas i have
4058,what questions are permissible
4059,what meeting rooms are available for meeting 5pm friday
4060,how does scheduling a meeting work
4061,"can you tell me how i would say, 'more bread please' in french"
4062,reset to default settings
4063,can you put in a pto request for the 5th of june to june 8th
4064,report that i split my card
4065,is my day off approved
4066,abort running program
4067,what items do i need to do
